objectid,filename,youtubeid,vimeoid,title,description,subject,language,genre,duration,creator,castcrew,adviser,date,location,latitude,longitude,source,identifier,type,format,itemhistory,link,rights,rightsstatement
coll184,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2003_Thesis_MendozaP_Kani-kaniyangChorus.png?raw=true,,,Kani-kaniyang Chorus ,"Abstract
 Ang buhay ng toa ay daynamiko. Pati ang kaniyang gusting gawin sa buhay ay iba’t iba. Mahirap masabi kung ano ba talaga ang makakapagpaligaya sa isang tao. Subalit, sa paghahanap ng tao ng makapagpapaliga sa buhay, hindi niya maiiwan at makakalimutan ang kaniyang pagkatao. Hindi niya maiiwasan ang kaniyang sarili-ang kaniyang sarili na siya palang susi ng tunay na kaligayahan na kaniyang hinahanap.
Ang KANI-KANIIYANG CHORUS ay tungkol sa tatlong sensyonista. Patuloy ang kanilang paghahanap ng kalihayahan at kasaganaan sa buhay, ngunit hindi nila maiwasana ang kanilang hilig at galling sa pagkanta. Hindi man sila makilala at mapalakpakan ng kanilang mga tagapakinig, sila ay pumasok sa mahulong industriya ng musika bilang mga sesyonista o session singers. Nais maipakita ng dokumentaryong ito na ang kaligayahan ng tao ay nagsisimula sa sariling kakayanan, paniniwala at talent, at hindi lamang sa pera at sa kasikatan.",SINGERS IN FILMS,fil,Doc.,17:33,"Mendoza, Paula Tricia Gabiana","Mendoza, Ed; Lopez, Hazel; Navasca, Herbert","Jamon, Roehl",2003,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000184,Image;MovingImage,image/jpeg,2024-01-05 (Created),2003_Kani-kaniyangChorus.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll185,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2003_Thesis_SorianoR_Karsel.png?raw=true,,,Karsel ,,,fil,Nar.,19:47,"Soriano, Rianne Hill Isidro","Galeno, Chrisel; Puntawe, Joy; Ortega, Kiko; Soriano, Rianne;","Jamon, Roehl",2003,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000185,Image;MovingImage,image/jpeg,2024-01-05 (Created),2003_Karsel.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll186,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_CruzD_Copers.png?raw=true,,,Copers (crew and synopsis),"Abstract

Stress is an unavoidable consequence in life. It represents any environmental event or the covert perception of an environmental event signaling to the individual that some undesirable consequence will occur. It is the little everyday things that one worries about and the troubles we tend to complicate even if they are just products of paranoia. If these unwanted negative thoughts enter consciousness, they may cause considerable personal distress. These unwanted thoughts can create doubts about one's self-worth; raise concerns about the past, present and future; and lower confidence about one's ability to overcome problems and to make sense of difficult life experiences.

Just as distress can cause disease, it seems plausible that there are good stresses that promote wellness. Stress is not always necessarily harmful. Winning a race or election can be just as stressful as losing, or more so, but may trigger very different responses. The level of stress differs for each of us.",,fil,Expe.,3:20,"Cruz, Denise","Rosario, Lai; Cruz, Jeff; Naguit, Nani","De Guzman, Anne Marie G. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000186,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Copers.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll187,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_PlatonJ_Numlock.png?raw=true,,,Num Lock,,"COMPUTERS AND THE CINEMA, MATHEMATICS AND THE CINEMA",fil,Nar. / exp.,11:57,"Platon, Jennifer Jo","Platon, Marito; Platon, Cherrie; Corpuz, May; ","De Guzman, Anne Marie G. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000187,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_NumLock.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll188,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_GuevarraA_SSDD.png?raw=true,,,SSDD,,ROAD MOVIES,fil,Expe.,4:30,"Guevarra, Almira Cruz","Guevarra, Myra; del Rosario, Lai; Velarde, JL","De Guzman, Anne Marie G. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000188,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_SSDD.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll189,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_BarcelonaFJ;%20SantosJA_Atin-atinLangtoha.png?raw=true,,,Atin-atin lang to ha,"Abstract
From the olden times to the present many things have changed. The landscape had been dramatically modified from what it was ten years ago. For one, the technology has grown exponentially the past few years evidenced by technological and scientific developments. For instance, almost every week a new model of cellular phone is launched in the market. Another example is that if you have been to a locale years ago, you may find it difficult to retrace your steps because the infrastructure may be different from the last time you have been there. But, if there is one thing all these changes failed to influence, is our society. In fact, society has used these innovations to its advantage.
One aspect of society that has never changed is how it perceives the ideal. For instance, an ideal student is one who gets high grades, an ideal son is one who always obeys his parents, and an ideal friend is always there for you. This aspect of society creates an invisible force or a hegemony that creates pressure on people. They tend to follow the ideal so much that sometimes they find themselves not knowing who they are anymore. This is what the thesis explored-how society brings pressure to a man.",HUMAN RELATIONS IN FILM,fil,Expe/nar.,14min,"Barcelona, Franz Joseph V. & Joseph Angelo M. Santos","Barcelona, Marciano; Barcelona, Edna; Mendoza, Lilia M.; Santos, Ramiro; Santos, Marie; Avellana, Enrique         
","Santiago, Arminda V. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000189,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Atin-atinlang'toha.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll190,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_GanzonL_UtakIpis.png?raw=true,,,Utak ipis,"Abstract
The video is a commentary focusing on the relationship of the ruler and the governed. The story will feature men as opposed to cockroaches. The governors and governed are both narrow minded (utak-ipis). Their failure to recognize their role and fulfilling them lead to further social conflicts.
The story is about the socio-political behavior of cockroaches living under one colony. For all the things that went wrong, they blamed the government and the one who is running it. They all desired change. They believe that what changes comes progress. They disliked the rules for their narrow-mindness, believing that they lack understanding of what the people need and thought of themselves most of the time. They believed the government must be cleansed of its feeble minded rulers. That in order for the colony to reach a state of equilibrium, the ruler must be replaced.
The mas of cockroaches plunged into the streets and expressed their disgusts and demands from their ruler. Their efforts were rewarded well for they succeeded in ousting their ruler. A new ruler was put into office. Peace was restored but only for a while. Their actions will have a recurring effort on the masses’ socio-political behavior. Eventually the whole community is again up in arms, crusading to reform the government. The whole colony will be engaged in a disturbing cyclic political revolt.","SOCIETY IN FILMS, POLITICAL FILMS",fil,Ani.,11:33,"Ganzon, Leopoldo S. Jr.","Agatep, Pia; Telan, Mark; Braga, Liezel","Santiago, Arminda V. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000190,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Utak ipis.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll191,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_DiucoD_Sugat.png?raw=true,,,Sugat ,"Abstract
On a hot summer day, the air so humid you could almost drown in it, sixteen-year-old Peachy Angeles decides to jump off the high school rooftop. Thus begins Sugur, a dark but poignant coming-of-age story about the relationship between two high school students - Peachy and Wacks. After being dumped by the most popular girl in school, Wacks and his friends bet on Peachy, the school's social outcast, to restore Wacks"" bruised ego. But as the relationship between the two grows deeper, Wacks discovers things about Peachy that makes him understand the reasons for her unhappiness and why she wouldn't let other people get close to her. Winning Peachy's trust, the two start dating. Peachy eventually discovers that she is only the object of a bet between Joaquin and his friends. Heartbroken, Peachy ends the relationship. Joaquin realizes that he has truly fallen in love. What started as a bet between a group of friends ended up changing both lives forever? Aside from paying homage to teen movies and shows, particularly
TGIS and Growing Up, that greatly influenced the filmmaker while growing up, the film tackles the serious issue of self-cutting or ""Deliberate Self-Harm Syndrome"" - a phenomena especially prevalent among young adolescent females and suffered by the film's main character Peachy. Those who suffer from this condition deliberately inflict injury upon themselves, ranging from small cuts to hitting objects on themselves or even breaking their own bones, as a way of coping from intense emotions struggling within the person that she is having a hard time expressing. Through cutting, the person feels that she is liberating herself
Self-cutters usually start at the age of 10-16 and a majority of those who suffer are between the ages of 13-30. Some of the reasons that trigger teens to hurt themselves are: there have been a major change in the teen's life such a parent's death or divorce, the teen suffers from sexual abuse or physical violence, the teen is experiencing feelings of fear, hurt, anger, rejection or abandonment. The sufferer usually desperately needs to exert some control over the situation which she could only find through cutting herself. Many psychologists state that cutting is addictive and like drugs, self-injurers will need to make more and deeper cuts as time goes on which could eventually result to grave medical complications.
",HUMAN RELATIONS IN FILM,fil,Nar.,18:13,"Diuco, David","Nicomedes, Anne; Palma, Meriam Faith; Guillermo, Jopay","Piano, Eduardo",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000191,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Sugat.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll192,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_ZarzuelaJ_TunaynaBuhay.png?raw=true,,,Tunay na Buhay,,SOCIETY IN FILMS,fil,Doc.,17:24,"Zarzuela, Jasper Chavez","Zarzuela, Jasper Chavez","Piano, Eduardo",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000192,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_TunaynaBuhay.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll193,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_Di%C3%B1oRN_Anonymous.png?raw=true,,,Ano?nymous,"Abstract
“And the Air was full of Thoughts and Things to Say. But at times like these, only the Small Things t are ever said. The Big Things lurk unsaid inside.” (Roy,136)
This is a story about inexpressiveness. It’s about the complexities involved in expressing one’s feeling, particularly young males, with the personal (introvert nature) and socio-economic factors (blue-collar job) involved. It is also about unrequited love but more than that it’s about the reality that love cannot see beyond socio-economic status, a disillusionment from the romantic ideals of “love conquering all” that can be found in literary works. Here the words on the page do not translate into real life, in as much as the protagonist’s written confessions of love have all ended up in vain.",HUMAN RELATIONS IN FILM,fil,Nar.,14min,"Dino, Ryan Nikolai","Edar-Diño, Sonia; Diño, Rafael; Edar, Norma; Avellana, Enrique         
","Lejano, Eduardo",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000193,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Anonymous.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll194,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_DeLeonD_Bubog.png?raw=true,,,Bubog,"Abstract
It is a choice between two worlds; the real world and the fantasy. The subconscious has a way of telling us that we are lost, we cannot control and we cannot retreat from it. Dream only provides us temporary comes to haunt us down, makes us see who we really are without our masks. No matter how we run away from the reality, something will trigger to expose our minds, thus the hidden truth in us will come flooding out. It is only by accepting reality of ourselves and the fears will release us from our nightmares. And the search for true meaning begins by opening our minds.","ARTISTS IN FILMS, ANIMATION",fil,Expe/Ani,12min,"De Leon, Dale; Galeno, Chrisel ","Estedulla, Ruel; Nicomedes, Anne; 
Atenio, Janice; Navasca, Herbert
","Lejano, Eduardo",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000194,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Bubog.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll195,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_DelRosarioL_HappyBirthdayFiji.png?raw=true,,,"Happy Birthday Fiji (Del Rosario, Malaya De Santos ang author sa TUKLAS)","Abstract
Happy Birthday Fiji, is about the author’s generation--- a generation that is bombarded by a stereotyped culture of beauty, body, and human relationships. Fiji, the main character, is a victim and has developed social anxiety because she cannot live up to the standards of that culture. She is obsessed with wanting to become the “ideal girl” who is slim, tall, and pretty, but she knows she can never be that. Fiji also loves birthday. She likes taking picture of her birthdays to remind her of that one day in a year when people remember her. She likes spending this occasion with her friends: Leila, Marco, Paul, and of course, Caloi, the love of her life. Everything comes crashing down when, on her 25th birthday, she finds out that Leila is having an affair with Caloi; worse, that none of her friends remembered her birthday. Her self-focused attention has trapped her in her own myopic world. Social anxiety is a problem, but if only Fiji had realized the more pressing ones in her world, she would not have been son assailed and disappointed. This film is critique of people like Fiji. If we focus too much on ourselves, we fail to see the bigger things in life and our place in it. Some of the technique used that best illustrate Fiji’s self-focused attention are split screen from Fiji’s camera’s point of view.
",DEATH IN FILMS,fil,Expe.,14:33,"Del Rosario, Lai ","del Rosario, Lai; del Rosario, Rosario; Cruz, Denise; Guevarra, Myra","Lejano, Eduardo",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000195,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_HappyBirthdayFiji.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll196,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_VeneracionJ_AponiKaIslaw.png?raw=true,,,Apo ni KaIslaw (incomplete copy),"Abstract
According to most people, being with others is more fun than being alone. Being alone makes one pathetic and weird, while being with and being like other people, are paths to happiness.
For the filmmaker, doing this thesis is a means of expressing her opinion that a person can be perfectly content being alone. Having been a loner most of her teenage life, the filmmaker would like to think her experience was the main ingredient in her film, and that it was the best reference as well.",MYTHS AND THE CINEMA,fil,Ani.,5min,"Veneracion, Jonathan",(not included in credits),"Piano, Eduardo",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000196,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_AponiKaIslaw.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll197,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_CorpuzM_DIY.png?raw=true,,,DIY,"Abstract

According to most people, being with others is more fun than being alone. Being alone makes one pathetic and weird, while being with and being like other people, are paths to happiness.

For the filmmaker, doing this thesis is a means of expressing her opinion that a person can be perfectly content being alone. Having been a loner most of her teenage life, the filmmaker would like to think that her experience was the main ingredient in her film, and that it was the best reference as well.",EMOTION IN FILMS,fil,Expe.,4min,"Corpuz, May","Corpuz, Joseph; Corpuz, Nelinda; Corpuz, May
","Piano, Eduardo",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000197,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_DIY.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll198,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_CanaberalV;AgueteD_GuineaPig.png?raw=true,,,Guinea pig,"Abstract

Guinea Pig is a story about a student named Gene, his experimental subject-DI, and the ordeals they will be going through. The story tackles about experiences, countless tests and experiments, trials and errors, successes and failures, discoveries, and enlightenment not only about student life in general, but also about life as a whole. Thus, this connection of the guinea pig and the student will symbolize the whole gamut of the cycle of life.

Indeed, life is an ongoing cycle of experiences which, in essence, are correlated to scientific methods such as experimentation, trial and error, variation, testing, etc. Science is a fascinating organized body of knowledge that covers both living and non-living. It deals with the empirical and metaphysical aspects of the universe in a logical way.",SCIENCE IN FILMS,fil,Ani.,6:47,"Canaberal, Vanessa Carla B.; Aguete, Diana Grace T.","Canaberal, Vanessa Carla B.; Mallete, Michael R.; Aguete, Diana Grace","Alfonso, Grace Javier ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000198,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Guineapig.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll199,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_MacapanpanM;MedinaR_TheEnd.png?raw=true,,,The End,,THEATRE AND THE CINEMA,fil,Nar.,12:47,"Macapanpan, Marian; Medina, Ruthlynne","Macapanpan, Tristan; Medina, Rodrigo; Rivera, Jimmy; Ancheta, Ernie","David, Jose Hernandi S. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000199,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_TheEnd.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll200,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_RabanalMV_Atog-atog.png?raw=true,,,Atog-atog,"Abstract 

This production thesis is about the importance of preserving the biodiversity of our planet. It took millions of years to develop each ecosystem and the sudden lose of one element or the introduction of a new species destroys the balance of life.

Atog-atog!, is a 6-minute, two-dimensional animated short film about the discovery of planet Teflon 5 by the one-eyed, many tentacle alien hydroponopolus and the consequences of their over-harvesting of the planet's native frog-like atog-atog.",ALIENS IN FILMS,fil,Ani.,6:30,"Rabanal, Michael Vinvent D.","Rabanal, Vicente D.; Rabanal, Estenili D.; Polidario, Poli        
","Velasco, Jovenal D. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000200,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Atog-atog.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll201,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_BarbasaS_SuperTonyo.png?raw=true,,,"Super Tonyo, The Pinoy Ex-man","Abstract

This production thesis is about the battle of homosexuals for acceptance in our society. Super Tonyo, a gay superhero, takes part in this struggle as he himself fights for belongingness not only from his fellow Filipino superheroes, but also from his country. With the help of the infamous foreign group of superheroes, ex-Man, the main character was able to realize and prove to himself and the country that, it is not about sexuality, it's about what one can do for his country.

Super Tonyo, the Pinoy eX-Man, is a 15-minute two-dimensional animation, which tackles the subject matter in a very comical way.","GENDER AND THE CINEMA, SOCIETY IN FILMS",fil,Ani.,14:27,"Barbasa, Samuel Jr.","Dantes, Melvin; Olanka, Nick; Alfonso, Adrian","Velasco, Jovenal D. ",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000201,Image;MovingImage,image/jpeg,2024-01-05 (Created),"2004_SuperTonyo,ThePinoyEx-man.m4v",Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll202,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_MonzonA_CuatroManos.png?raw=true,,,Cuatro Manos,"Abstract

""Suppose time is a circle, bending back on itself. The world repeats itself precisely, endlessly. For the most part, people do not know they will live their lives over.""

-Einstein's Dreams

Time is a circle when memories unknowingly passed on become events lived

In this day and age, we see ourselves as individuals, our lives as uniquely created by our own will. The advances in technology and philosophy have given us more choices than we can ever choose. What to do, where to go, what to use, and who to become-all are options of how to live our lives, and why. We are the captains of our ships and our journey is entirely up to us.

This individualism has dulled our sense of society, of personal history. We then become victims of the very lives we lead, which have been lived before us, because history keeps repeating its jokes on us. Until we get the joke, it will not stop. Until we take the effort to look back and ask the question why we are who we are and who the people are who got us here, then we will remain trapped in a cycle of historical ignorance. Trapped because of ignorance, trapped in ignorance. Then, lives are repeated endlessly.",MUSICIANS IN FILMS,fil,Nar.,18:20,"Monzon, Anne Cecilia","Monzon, Edwin; Monzon, Lulu; Bautista, Danroel; Barcelona, Franz","Tiongson, Nicanor",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000202,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_CuatroManos.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll203,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_PunzalanA_ByahengAlimasag.png?raw=true,,,Biyaheng Alimasag,"Abstract

This project is about a simple journey of red crabs that attempt to spawn in a mountain hoping to continue their species. Small and fragile as they are, they are faced with difficulties and great peril in their journey. They arrive on the beach of an island and cross the vast wilderness of a jungle trying to reach the top of the mountain.

Also, during the journey, the crabs ignite conflict with each other insuring each one's survival.","ANIMALS IN FILMS, ADVENTURE FILMS",fil,Ani.,7min,"Punzalan, Anton Miguel T.","Punzalan, Anton Miguel ","Jamon, Roehl",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000203,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_BiyahengAlimasag.mp4,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll204,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_GuidabenA;AlmedaA_Gulong.png?raw=true,,,Gulong,"Abstract
Cars are one of the most basic transportations we have. It’s one convenient way of travelling from one place to another. Having your own car means being able to control your travel time and being free to privately do things that you want. For others, this mode of transportation is must-have in their lives because it does provide its rider’s comfort and convenience especially if used in a busy city like Manila. But for others, it’s so much more than that. The brightly colored paints splattered across the body, the angry mufflers one hears from a speeding auto and low-rider vehicles speak so much of the obsession and fascination of the owners of the vehicles. One can instantly and easily say that the owner is really into cars.
But still to other car lovers, the obsession goes beyond all the dressing up and beautification of the car. The real deal is all in the engine because once the race is on, there’s no stopping all the stronger, swifter, and faster cars in town. And people who want to prove their car’s masculinity engage in the very popular, but illegal world of drag racing.
There’s something about going fast that is intensely alluring. And while it is cool to be fast, it’s even better to be fastest. If you can say you’re the fastest, you earn a whole new level of respect. This is the very concept of drag racing.
",CARS IN FILMS,fil,Doc.,10:24,"Guidaben, Alberto Jr.; Almeda, Artemio Ferdinand C. ","Almeda, Rene; Almeda, Jennyn; Guidaben, Alberto Sr.; Guidaben, Ma. Dolores; Villar, Michael","Jamon, Roehl",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000204,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Gulong.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll205,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2004_Thesis_QuiamcoJ_Perfection.png?raw=true,,,Perfection,,ARTISTS IN FILMS,fil,Ani.,6:26,"Quiamco, Janus","Sarthou, Alstaire; Cuntapay, Jo-Marie","Jamon, Roehl",2004,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000205,Image;MovingImage,image/jpeg,2024-01-05 (Created),2004_Perfection.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll206,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2005_Thesis_LlagasN_Pagasa.png?raw=true,,,Pagasa,"Abstract

Pag-asa is a 3d animation about the changing technological modes of production, the forms of power and authority they, embody and their effect on the social and political structure. A horde of bovine looking biped creatures called “taurens” work tirelessly as slave for an evil demon. Desperate for freedom, finally, they’ve decide to break free from the chain of slavery and exploitation. With the aid coming from the machineries, the horde finally puts an end to the evil demon’s oppressive grip. The outlander successfully lore the horde into his mechanized scheme of deception after the evil demon’s untimely demise. The chieftain discover the dire truth all to late: the out lander doesn’t differ from the one they’ve Killed. A demon and an exploiter he fools the taurens to return to the life they scornfully renounced, bondage enlightened but enrage the story end with the chieftain embracing death through the cold claws of what he thought was salvation, the machine.

The animation is an analogy of the changing social condition in development countries as well as develop ones, brought about by “technology transfer.”  The receiving end roughly find a mean for progress from the transferred technology which is either voluntarily or involuntary demanded while douse dissenting it find themselves on the upper hand must of the time dictating how technology should be used. The Technology Transfer” become a problem that generates misdistribution of power and resources which will further widen the gap between the social classws.",WAR IN FILMS,fil,Ani.,7:28,"Llagas, Neptalle","Llagas, Neptalle","De Guzman, Anne Marie G. ",2005,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000206,Image;MovingImage,image/jpeg,2024-01-05 (Created),2005_Pagasa.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll207,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2005_Thesis_BericoR_Pula.png?raw=true,,,Pula,,BODY IN FILMS,fil,Exp.,3:39,"Berico, Ryllah Epifania D.","Dizon, Amrei; Monzon, Anne","De Guzman, Anne Marie G. ",2005,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000207,Image;MovingImage,image/jpeg,2024-01-05 (Created),2005_Pula.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll208,"https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2005_Thesis_BlancaflorL_SiNelson,AngLitraro,atAngBruha.png?raw=true",,,"Si Nelson ang Litrato at ang Bruha (Blancaflor, Lloyd De Guzman ang nasa TUKLAS)","Abstract 
Si Nelson, ang Litrato, at ang Bruha is an eight-minute experimental filmograph about the untold truth about childhood. The film is a critique, an essay telling us that childhood is all fun. Behind the smiles, laughter and the playful spirit, children do face problems that may take great effect later on as they grow up. 
Admit it or not, we remember hidden emotions, connect unspoken stories and feel that there was something amiss when we look back at our own childhood. A realization magnified most especially when we look at family photographs. 
The film will try to convey this manner of looking back by presenting a series of family photographs that will make up the video of the film. While the video of the film evokes a wholesome mood, the audio will be that of the story of a specific child, Nelson, who will represent childhood. It is about a boy who desperately wants to go outside and play and have fun but is always prevented and reprimanded by his mother. The mother transforms into a witch in the child's point of view when she gets angry.",[AUDIO-VISUAL AIDS],fil,exp/nar.,8:21,"Blancaflor, Lloyd","Wawel; Naguit, Valentin III;","De Guzman, Anne Marie G. ",2005,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000208,Image;MovingImage,image/jpeg,2024-01-05 (Created),2005_SiNelsonangLitratoatangBruha.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll209,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2005_Thesis_AnagaranE_Haplos.png?raw=true,,,Haplos,,ARTISTS IN FILMS,fil,Nar.,12:41,"Anagaran, Edmundo III","Esteban, Annex","Santiago, Arminda ",2005,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000209,Image;MovingImage,image/jpeg,2024-01-05 (Created),2005_Haplos.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
